category,subcategory,type,totalReceived,activeGrievancesWithoutEscalation,activeGrievancesWithEscalation,closedGrievancesWithoutEscalation,closedGrievancesWithEscalation,successfulTransferIn,successfulTransferOut,grievancesWithoutRatings,grievancesWithRatings,grievancesWithVeryGoodRating,grievancesWithGoodRating,grievancesWithOKRating,grievancesWithBadRating,grievancesWithVeryBadRating,twitterGrievances,facebookGrievances,grievancesAdditionalInfoProvided,grievancesAdditionalInfoNotProvided,grievancesWithoutFeedback,grievancesWithFeedback,grievancesWithFeedbackIssueNotResolved,grievancesWithFeedbackIssueResolved
Airport,Tuticorin,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tuticorin,Taxi / Parking,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Jaisalmer,Staff / Crew behavoiur,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kanpur,Other,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Kanpur,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kanpur,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kanpur,Taxi / Parking,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kanpur,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Chandigarh,Air Conditioning / Maintenance,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Chandigarh,Baggage / Lost &amp; Found ,4,NA,NA,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Chandigarh,Cleanliness / Hygiene,9,NA,NA,5,5,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA
Airport,Chandigarh,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Gwalior,Baggage / Lost &amp; Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Gwalior,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Gwalior,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Bilaspur,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Pune,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airport,Pune,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Pune,Staff / Crew behavoiur,6,NA,NA,5,5,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Pune,Trolly / Ameniites / Buggy / Wifi,10,NA,NA,9,9,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,10,10,NA,NA,NA
Airport,Udaipur,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Udaipur,Baggage / Lost &amp; Found ,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Udaipur,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Udaipur,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Udaipur,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Udaipur,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Udaipur,Trolly / Ameniites / Buggy / Wifi,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Tirupati,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tirupati,Baggage / Lost &amp; Found ,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Tirupati,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Tirupati,Retail Shops / Food & Beverage,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA
Airport,Tirupati,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tirupati,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tirupati,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
Airport,Belgaum,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Belgaum,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Belgaum,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Belgaum,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Belgaum,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Belgaum,Taxi / Parking,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Belgaum,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Guwahati,Air Conditioning / Maintenance,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Guwahati,Baggage / Lost & Found ,18,NA,NA,18,18,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,1,18,18,NA,NA,NA
Airport,Guwahati,Baggage / Lost &amp; Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Guwahati,Cleanliness / Hygiene,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Guwahati,Retail Shops / Food & Beverage,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Guwahati,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Chennai,Baggage / Lost &amp; Found ,26,NA,NA,9,9,NA,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA
Airport,Chennai,Person With Disability,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Chennai,Retail Shops / Food &amp; Beverage,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Hubli,Air Conditioning / Maintenance,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Hubli,Cleanliness / Hygiene,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Hubli,Other,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Hubli,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Aizwal,Air Conditioning / Maintenance,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Aizwal,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Aizwal,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Darbhanga,Baggage / Lost &amp; Found ,3,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Darbhanga,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Darbhanga,Other,4,1,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Darbhanga,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Darbhanga,Seating / Waiting Area,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Darbhanga,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Darbhanga,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Darbhanga,Taxi / Parking,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jorhat,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Surat,Baggage / Lost & Found ,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Surat,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Surat,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Surat,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Coimbatore,Air Conditioning / Maintenance,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Coimbatore,Baggage / Lost & Found ,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airport,Coimbatore,Baggage / Lost &amp; Found ,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Coimbatore,Cleanliness / Hygiene,13,NA,NA,13,13,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA
Airport,Coimbatore,Other,20,NA,NA,20,20,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,2,20,20,NA,NA,NA
Airport,Coimbatore,Retail Shops / Food & Beverage,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Coimbatore,Retail Shops / Food &amp; Beverage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Coimbatore,Seating / Waiting Area,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Coimbatore,Signages / Flight Display,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Coimbatore,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Coimbatore,Taxi / Parking,10,NA,NA,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA
Airport,Coimbatore,Trolly / Ameniites / Buggy / Wifi,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,NA,NA,NA
Airport,Pantnagar,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Pantnagar,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jharsuguda,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tanjavur,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tezpur,Air Conditioning / Maintenance,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tezpur,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
Airport,Tezpur,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jammu,Air Conditioning / Maintenance,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jammu,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jammu,Baggage / Lost &amp; Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jammu,Cleanliness / Hygiene,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Jammu,Other,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Jammu,Retail Shops / Food & Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jammu,Seating / Waiting Area,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Jammu,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kailashahar,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Khajuraho,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Khajuraho,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Bhopal,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA
Airport,Bhopal,Retail Shops / Food & Beverage,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Bhopal,Seating / Waiting Area,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Bhopal,Staff / Crew behavoiur,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Bhopal,Taxi / Parking,10,NA,NA,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA
Airport,Dibrugarh,Air Conditioning / Maintenance,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Dibrugarh,Baggage / Lost &amp; Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Dibrugarh,Retail Shops / Food & Beverage,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Dibrugarh,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Dibrugarh,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Dibrugarh,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Dibrugarh,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Dibrugarh,Taxi / Parking,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Agartala,Air Conditioning / Maintenance,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Agartala,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Agartala,Other,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Agartala,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Agartala,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tiruchirappalli,Baggage / Lost & Found ,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Tiruchirappalli,Baggage / Lost &amp; Found ,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Tiruchirappalli,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tiruchirappalli,Seating / Waiting Area,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Tiruchirappalli,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Tiruchirappalli,Staff / Crew behavoiur,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airport,Tiruchirappalli,Taxi / Parking,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Tiruchirappalli,Trolly / Ameniites / Buggy / Wifi,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Goa,Baggage / Lost & Found ,11,NA,NA,11,11,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA
Airport,Goa,Baggage / Lost &amp; Found ,3,NA,NA,1,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Goa,Person With Disability,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Goa,Signages / Flight Display,9,NA,NA,9,9,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,NA,NA,NA
Airport,NA,NA,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,NA,NA,NA
Airport,Bathinda,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kolkata,Air Conditioning / Maintenance,18,NA,NA,17,17,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,NA,NA,NA
Airport,Kolkata,Person With Disability,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Kolkata,Retail Shops / Food &amp; Beverage,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Kolkata,Signages / Flight Display,16,NA,NA,16,16,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,16,16,NA,NA,NA
Airport,Srinagar,Baggage / Lost & Found ,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Srinagar,Baggage / Lost &amp; Found ,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA
Airport,Srinagar,Other,15,NA,NA,15,15,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,1,15,15,NA,NA,NA
Airport,Srinagar,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Srinagar,Retail Shops / Food & Beverage,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airport,Srinagar,Seating / Waiting Area,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Srinagar,Trolly / Ameniites / Buggy / Wifi,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airport,Jabalpur,Baggage / Lost &amp; Found ,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jabalpur,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Jabalpur,Retail Shops / Food & Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jabalpur,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jabalpur,Taxi / Parking,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,NA,NA,NA
Airport,Mysore,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Mysore,Seating / Waiting Area,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Mysore,Taxi / Parking,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Mysore,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Bhavnagar,Other,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA
Airport,Bhavnagar,Taxi / Parking,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Shirdi Airport,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Shirdi Airport,Retail Shops / Food &amp; Beverage,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airport,Shirdi Airport,Trolly / Ameniites / Buggy / Wifi,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Mangalore,Baggage / Lost & Found ,7,NA,NA,7,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airport,Mangalore,Cleanliness / Hygiene,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Mangalore,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Mangalore,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Mangalore,Staff / Crew behavoiur,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Kangra,Taxi / Parking,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
Airport,Jamnagar,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jamnagar,Retail Shops / Food &amp; Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airport,Jamnagar,Signages / Flight Display,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
