category,subcategory,type,totalReceived,activeGrievancesWithoutEscalation,activeGrievancesWithEscalation,closedGrievancesWithoutEscalation,closedGrievancesWithEscalation,successfulTransferIn,successfulTransferOut,grievancesWithoutRatings,grievancesWithRatings,grievancesWithVeryGoodRating,grievancesWithGoodRating,grievancesWithOKRating,grievancesWithBadRating,grievancesWithVeryBadRating,twitterGrievances,facebookGrievances,grievancesAdditionalInfoProvided,grievancesAdditionalInfoNotProvided,grievancesWithoutFeedback,grievancesWithFeedback,grievancesWithFeedbackIssueNotResolved,grievancesWithFeedbackIssueResolved
Airport,Ahmedabad,Trolly / Ameniites / Buggy / Wifi,18,NA,NA,16,16,NA,NA,16,2,1,1,NA,NA,NA,NA,NA,NA,18,16,2,2,NA
Airport,Jaipur,Cleanliness / Hygiene,8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,8,7,1,1,NA
Airport,Jaipur,Other,26,NA,NA,26,26,NA,NA,25,1,NA,NA,NA,NA,1,NA,NA,NA,26,25,1,1,NA
Airport,Jaipur,Taxi / Parking,9,NA,NA,9,9,NA,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,9,8,1,1,NA
Airport,Bengaluru,Air Conditioning / Maintenance,5,NA,NA,5,5,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,NA
Airport,Vijayawada,Seating / Waiting Area,10,NA,NA,10,10,NA,NA,9,1,NA,NA,1,NA,NA,NA,NA,NA,10,9,1,1,NA
Airport,Vijayawada,Taxi / Parking,36,NA,NA,35,35,NA,NA,28,8,4,3,1,NA,NA,NA,NA,NA,36,28,8,8,NA
Airport,Ranchi,Cleanliness / Hygiene,7,NA,NA,7,7,NA,NA,5,2,1,NA,1,NA,NA,NA,NA,NA,7,5,2,2,NA
Airport,Ranchi,Signages / Flight Display,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,1,1,NA
Airport,Ranchi,Staff / Crew behavoiur,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,NA
Airport,Ranchi,Taxi / Parking,8,NA,NA,8,8,NA,NA,6,2,1,NA,NA,NA,1,NA,NA,NA,8,6,2,2,NA
Airport,Indore,Cleanliness / Hygiene,9,NA,NA,8,8,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,1,1,NA
Airport,Indore,Retail Shops / Food & Beverage,3,NA,NA,3,3,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,NA
Airport,Vadodara,Baggage / Lost & Found ,2,NA,NA,2,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA
Airport,Vadodara,Other,14,NA,NA,14,14,NA,NA,11,3,1,1,1,NA,NA,NA,NA,NA,14,11,3,3,NA
Airport,Allahabad,Other,3,NA,NA,3,3,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,3,2,1,1,NA
Airport,Allahabad,Person With Disability,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA
Airport,Allahabad,Retail Shops / Food & Beverage,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA
Airport,Raipur,Cleanliness / Hygiene,4,NA,NA,4,4,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,4,3,1,1,NA
Airport,Raipur,Retail Shops / Food &amp; Beverage,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,2,NA
Airport,Raipur,Taxi / Parking,50,NA,NA,50,50,NA,NA,43,7,7,NA,NA,NA,NA,NA,NA,2,50,43,7,7,NA
Airport,Chandigarh,Baggage / Lost & Found ,14,NA,NA,14,14,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,1,14,13,1,1,NA
Airport,Chandigarh,Retail Shops / Food & Beverage,9,NA,NA,9,9,NA,NA,5,4,4,NA,NA,NA,NA,NA,NA,1,9,5,4,4,NA
Airport,Chandigarh,Retail Shops / Food &amp; Beverage,6,NA,NA,4,4,NA,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,6,4,2,2,NA
Airport,Chandigarh,Signages / Flight Display,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,NA
Airport,Chandigarh,Taxi / Parking,11,NA,NA,10,10,NA,NA,10,1,NA,NA,NA,1,NA,NA,NA,3,11,9,2,2,NA
Airport,Pune,Air Conditioning / Maintenance,15,NA,NA,15,15,NA,NA,13,2,2,NA,NA,NA,NA,NA,NA,NA,15,13,2,2,NA
Airport,Pune,Seating / Waiting Area,31,NA,NA,31,31,NA,NA,28,3,2,NA,1,NA,NA,NA,NA,NA,31,28,3,3,NA
Airport,Udaipur,Air Conditioning / Maintenance,3,NA,NA,3,3,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,NA
Airport,Udaipur,Retail Shops / Food & Beverage,3,NA,NA,3,3,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,NA
Airport,Tirupati,Seating / Waiting Area,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,NA
Airport,Tirupati,Taxi / Parking,3,NA,NA,3,3,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,NA
Airport,Belgaum,Retail Shops / Food & Beverage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA
Airport,Guwahati,Seating / Waiting Area,11,NA,NA,11,11,NA,NA,10,1,1,NA,NA,NA,NA,NA,NA,NA,11,9,2,2,NA
Airport,Guwahati,Staff / Crew behavoiur,3,NA,NA,3,3,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,NA
Airport,Guwahati,Trolly / Ameniites / Buggy / Wifi,15,NA,NA,15,15,NA,NA,11,4,4,NA,NA,NA,NA,NA,NA,NA,15,11,4,4,NA
Airport,Chennai,Air Conditioning / Maintenance,32,NA,NA,32,32,NA,NA,31,1,NA,NA,NA,1,NA,NA,NA,NA,32,30,2,2,NA
Airport,Chennai,Signages / Flight Display,29,NA,NA,29,29,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,28,1,1,NA
Airport,Chennai,Taxi / Parking,68,NA,NA,68,68,NA,NA,61,7,5,NA,1,1,NA,NA,NA,NA,68,61,7,7,NA
Airport,Darbhanga,Trolly / Ameniites / Buggy / Wifi,2,NA,NA,2,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA
Airport,Surat,Baggage / Lost &amp; Found ,3,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,3,2,1,1,NA
Airport,Surat,Retail Shops / Food & Beverage,5,NA,NA,5,5,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,NA
Airport,Surat,Signages / Flight Display,9,NA,NA,9,9,NA,NA,7,2,2,NA,NA,NA,NA,NA,NA,NA,9,7,2,2,NA
Airport,Lilabari,Trolly / Ameniites / Buggy / Wifi,2,NA,NA,2,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA
Airport,Jammu,Taxi / Parking,2,NA,NA,2,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA
Airport,Bhopal,Trolly / Ameniites / Buggy / Wifi,7,NA,NA,7,7,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,7,6,1,1,NA
Airport,Dibrugarh,Baggage / Lost & Found ,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA
Airport,Agartala,Seating / Waiting Area,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA
Airport,Tiruchirappalli,Other,10,NA,NA,10,10,NA,NA,9,1,NA,NA,NA,NA,1,NA,NA,1,10,7,3,3,NA
Airport,Goa,Other,31,NA,NA,31,31,NA,NA,28,3,2,NA,NA,1,NA,1,NA,2,31,27,4,4,NA
Airport,Goa,Retail Shops / Food &amp; Beverage,2,NA,NA,2,2,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,2,1,1,1,NA
Airport,Goa,Staff / Crew behavoiur,2,NA,NA,2,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA
Airport,Goa,Taxi / Parking,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,NA
Airport,Goa,Trolly / Ameniites / Buggy / Wifi,9,NA,NA,9,9,NA,NA,7,2,2,NA,NA,NA,NA,NA,NA,NA,9,7,2,2,NA
Airport,Kolkata,Baggage / Lost & Found ,53,NA,NA,51,51,NA,NA,50,3,1,1,1,NA,NA,NA,NA,1,53,49,4,4,NA
Airport,Kolkata,Retail Shops / Food & Beverage,12,1,NA,11,11,NA,NA,8,3,3,NA,NA,NA,NA,NA,NA,NA,12,9,3,3,NA
Airport,Kolkata,Staff / Crew behavoiur,29,NA,NA,29,29,NA,NA,28,1,NA,1,NA,NA,NA,NA,NA,1,29,28,1,1,NA
Airport,Kolkata,Taxi / Parking,23,NA,NA,23,23,NA,NA,20,3,3,NA,NA,NA,NA,1,NA,NA,23,20,3,3,NA
Airport,Cooch-Behar,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,1,NA
Airport,Srinagar,Staff / Crew behavoiur,7,NA,NA,7,7,NA,NA,6,1,NA,NA,1,NA,NA,NA,NA,NA,7,6,1,1,NA
Airport,Srinagar,Taxi / Parking,3,NA,NA,3,3,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,NA
Airport,Mangalore,Other,6,NA,NA,6,6,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,NA
Airport,Mangalore,Taxi / Parking,10,NA,NA,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,9,1,1,NA
Security,Coimbatore,Boarding Gate,2,NA,NA,2,2,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,NA
Security,Chennai,Terminal Entry,16,NA,NA,16,16,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,1,16,15,1,1,NA
Security,Rajahmundry,Security Check,3,NA,NA,3,3,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,3,2,1,1,NA
Security,Delhi,Other,39,NA,NA,39,39,NA,NA,38,1,1,NA,NA,NA,NA,NA,NA,NA,39,38,1,1,NA
Security,Patna,NA,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA
Security,Visakhapatnam,Security Check,6,NA,NA,6,6,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,NA
Security,Pune,Other,6,NA,NA,6,6,NA,NA,4,2,1,1,NA,NA,NA,NA,NA,NA,6,4,2,2,NA
Security,Pune,Security Check,23,NA,NA,23,23,NA,NA,22,1,1,NA,NA,NA,NA,NA,NA,NA,23,22,1,1,NA
Security,Udaipur,Other,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA
Security,Jammu,Security Check,6,NA,NA,6,6,NA,NA,3,3,1,2,NA,NA,NA,NA,NA,1,6,3,3,3,NA
Security,Ahmedabad,Boarding Gate,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA
Security,Ahmedabad,Other,9,NA,NA,9,9,NA,NA,8,1,NA,NA,1,NA,NA,NA,NA,NA,9,8,1,1,NA
Security,Srinagar,Other,2,NA,NA,2,2,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,1,NA
Security,Kolhapur,Security Check,3,NA,NA,3,3,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,NA
Security,Raipur,Security Check,5,NA,NA,5,5,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,NA
Security,Hyderabad,Boarding Gate,1,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA
Security,Hyderabad,Other,5,NA,NA,5,5,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,1,1,NA
Security,Hyderabad,Terminal Entry,10,NA,NA,10,10,NA,NA,9,1,1,NA,NA,NA,NA,NA,NA,NA,10,9,1,1,NA
Security,Surat,Terminal Entry,4,NA,NA,4,4,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,NA
Security,Bengaluru,Security Check,49,NA,NA,48,48,NA,NA,46,3,1,1,1,NA,NA,NA,NA,NA,49,46,3,3,NA
Security,Bengaluru,Terminal Entry,16,NA,NA,16,16,NA,NA,15,1,NA,NA,1,NA,NA,NA,NA,NA,16,15,1,1,NA
Security,Guwahati,Security Check,14,NA,NA,14,14,NA,NA,13,1,1,NA,NA,NA,NA,NA,NA,NA,14,13,1,1,NA
Airline,NA,Check-in &amp; Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,NA,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,NA,"Ticketing, Fares &amp; Refunds",6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airline,Aeroflot,Check-in &amp; Boarding,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Aeroflot,Meal,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Aeroflot,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Aeroflot,"Ticketing, Fares &amp; Refunds",7,NA,NA,2,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airline,Emirates Airline,Check-in &amp; Boarding,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airline,Emirates Airline,Flight Delays,21,NA,NA,17,17,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA
Airline,Emirates Airline,Maintenance,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Emirates Airline,Meal,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airline,Emirates Airline,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Emirates Airline,Staff / Crew Behavior,13,NA,NA,11,11,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,NA,NA,NA
Airline,Emirates Airline,"Ticketing, Fares &amp; Refunds",21,NA,1,13,13,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,NA,NA,NA
Airline,Kuwait Airways,Baggage,20,NA,1,19,19,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,NA
Airline,Kuwait Airways,Check-in &amp; Boarding,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Kuwait Airways,Staff / Crew Behavior,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Kuwait Airways,"Ticketing, Fares &amp; Refunds",4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,All Nippon Airways,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,All Nippon Airways,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,All Nippon Airways,"Ticketing, Fares & Refunds",8,NA,NA,8,8,NA,NA,8,NA,NA,NA,NA,NA,NA,1,NA,1,8,8,NA,NA,NA
Airline,United Airlines,Baggage,4,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,United Airlines,Check-in & Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,United Airlines,Check-in &amp; Boarding,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,United Airlines,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,United Airlines,Staff / Crew Behavior,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,United Airlines,"Ticketing, Fares &amp; Refunds",12,NA,NA,9,9,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,NA,NA,NA
Airline,Biman Bangladesh,Flight Delays,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Biman Bangladesh,Staff / Crew Behavior,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Qatar Airways,NA,5,NA,NA,5,5,NA,NA,5,NA,NA,NA,NA,NA,NA,2,3,4,5,5,NA,NA,NA
Airline,Qatar Airways,Check-in &amp; Boarding,11,NA,NA,2,2,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA
Airline,Qatar Airways,Cleanliness,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Qatar Airways,Meal,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Qatar Airways,Other,15,NA,NA,13,13,NA,NA,15,NA,NA,NA,NA,NA,NA,1,NA,NA,15,15,NA,NA,NA
Airline,Qatar Airways,Person With Disability,2,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Qatar Airways,Staff / Crew Behavior,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Air Canada,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Air Canada,Check-in &amp; Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Canada,Flight Delays,4,NA,NA,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,Air Canada,Meal,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Canada,Staff / Crew Behavior,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Virgin Atlantic,Baggage,6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2,6,6,NA,NA,NA
Airline,Virgin Atlantic,Check-in &amp; Boarding,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Virgin Atlantic,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Virgin Atlantic,Other,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Virgin Atlantic,Person With Disability,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Virgin Atlantic,"Ticketing, Fares & Refunds",1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA
Airline,China Southern,Check-in & Boarding,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,China Southern,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,China Southern,Meal,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,China Southern,Person With Disability,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Costa,Baggage,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Air Costa,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Asia Berhad (Intl Tickets),Check-in & Boarding,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Air Asia Berhad (Intl Tickets),Meal,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air Asia Berhad (Intl Tickets),Staff / Crew Behavior,1,NA,NA,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Ethiopian Airlines,Staff / Crew Behavior,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Tiger Airways,Staff / Crew Behavior,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,GoAir,NA,90,NA,NA,90,90,NA,NA,90,NA,NA,NA,NA,NA,NA,87,2,77,90,90,NA,NA,NA
Airline,Gulf Air,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA
Airline,Gulf Air,Staff / Crew Behavior,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Gulf Air,"Ticketing, Fares &amp; Refunds",8,NA,NA,3,3,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,NA,NA,NA
Airline,Shandong Airlines,"Ticketing, Fares & Refunds",3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,British Airways,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,British Airways,Check-in &amp; Boarding,7,NA,1,1,1,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airline,British Airways,Meal,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,British Airways,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,British Airways,Staff / Crew Behavior,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,British Airways,"Ticketing, Fares &amp; Refunds",31,NA,3,13,13,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,31,NA,NA,NA
Airline,Yemenia Airways,"Ticketing, Fares & Refunds",2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Air China,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Air China,Other,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Lufthansa,NA,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,3,NA,3,3,3,NA,NA,NA
Airline,Lufthansa,Staff / Crew Behavior,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Dragon Air,Baggage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Dragon Air,"Ticketing, Fares & Refunds",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Star Air,Check-in &amp; Boarding,5,1,NA,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA
Airline,Star Air,Flight Delays,7,NA,NA,1,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,NA,NA,NA
Airline,Star Air,Other,3,NA,NA,3,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA
Airline,Star Air,Staff / Crew Behavior,2,NA,NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Star Air,"Ticketing, Fares &amp; Refunds",6,NA,NA,6,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,NA,NA,NA
Airline,Ariana Afgan,NA,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Kam Air,Check-in & Boarding,2,NA,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA
Airline,Etihad Airways,Check-in &amp; Boarding,11,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,NA,NA,NA
Airline,Etihad Airways,Maintenance,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA
Airline,Etihad Airways,Person With Disability,4,NA,NA,3,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA
Airline,United Airlines Bangladesh Ltd,"Ticketing, Fares & Refunds",1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Iran Air,Flight Delays,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
Airline,Silk Air,Baggage,1,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
